278.0;3.4;247Cm;1.56E+7;y
278.43;0.567;129Te;69.6;m
278.835;1.60;133La;3.912;h
279.01;2.4;197Pt;95.41;m
279.01;6;197Hg;23.8;h
279.1967;81;203Hg;46.612;d
279.1967;81;203Pb;51.873;h
279.5422;24.99;75Se;119.779;d
280.23;47.3;237Am;73.0;m
280.40;0.000916;237Pu;45.2;d
280.41;0.167;105Rh;35.36;h
280.41;30.2;105Ag;41.29;d
280.459;29.77;166Ho;1200;y
280.462;1.0;110Sn;4.11;h
282.522;3.01;175Yb;4.185;d
282.8;28;198Tl;1.87;h
282.864;11.3;162Ho;67.0;m
282.956;12.2;61Cu;3.333;h
283.53;0.00058;137Cs;30.07;y
283.69;1.7;231Pa;32760;y
283.91;6.7;191Au;3.18;h
284.305;6.14;131I;8.02070;d
285.0;23;247Am;23.0;m
285.0;1.4;251Cf;898;y
285.460;0.728;243Cm;29.1;y
285.49;4.3;196Au;9.6;h
285.95;3.1;149Pm;53.08;h
286.410;23.8;206Po;8.8;d
286.572;88;75Br;96.7;m
287.357;28.3;151Tb;17.609;h
287.4;2.0;247Cm;1.56E+7;y
288;6.0E-5;133Ba;38.9;h
288.07;0.31;212Bi;60.55;m
290.06;0.904;133La;3.912;h
290.27;0.00014;159Dy;144.4;d
290.3;36;198Pb;2.40;h
290.669;0.402;188W;69.4;d
291.7;0.0011;208Po;2.898;y
291.7238;3.05;183Re;70.0;d
292.70;0.0062;224Ra;3.66;d
293.266;42.80;143Ce;33.039;h
293.545;2.52;194Ir;19.28;h
293.545;10.4;194Au;38.02;h
293.54;0.073;219Rn;3.96;s
293.9;4.0;78Ge;88.0;m
294.1;0.98;247Cf;3.11;h
294.978;0.00280;103Pd;16.991;d
295.01;0.595;101Rh;3.3;y
295.72;0.22;245Am;2.05;h
295.901;28.9;171Er;7.516;h
295.95827;28.67;192Ir;73.831;d
295.95827;22.3;192Au;4.94;h
296.29;19;101Pd;8.47;h
296.90;62.3;186Ir;16.64;h
296.974;33.9;173Hf;23.6;h
297.2151;4.16;77Br;57.036;h
297.32;79.8;73Ga;4.86;h
297.369;12.71;165Tm;30.06;h
297.88;0.012;163Er;75.0;m
298.580;26.13;160Tb;72.3;d
298.60;10;113Ag;5.37;h
298.634;28.6;149Gd;9.28;d
298.89;0.44;233Np;36.2;m
298.89;0.000661;237Pu;45.2;d
300.07;23.5;135Ce;17.7;h
300.07;2.46;231Pa;32760;y
300.087;3.28;212Pb;10.64;h
300.219;0.797;67Cu;61.83;h
300.219;16.80;67Ga;3.2612;d
300.34;6.62;233Pa;26.967;d
300.654;12.8;207At;1.80;h
300.884;0.088;134Ce;3.16;d
302.353;1.05;133La;3.912;h
302.65;2.2;231Pa;32760;y
302.7;80;138Pr;2.12;h
302.853;0.0048;133Xe;5.243;d
302.853;18.33;133Ba;10.51;y
303.41;21.6;250Es;8.6;h
304;0.07;254Es;275.7;d
304.849;4.29;140Ba;12.752;d
304.87;15;85Kr;4.480;h
304.896;31;206Hg;8.15;m
304.896;1.0;210Bi;5.013;d
304.896;28;210Bi;3.04E+6;y
306.25;5.1;105Rh;35.36;h
306.47;2.6;79Kr;35.04;h
306.5;5.4;192Hg;4.85;h
306.78;94;176Lu;3.78E+10;y
306.857;81;101Rh;4.34;d
306.9;0.150;140Pr;3.39;m
308.0;0.080;228Pa;22;h
308.222;4.9;245Pu;10.5;h
308.222;3.2E-6;249Bk;320;d
308.25;100;48Cr;21.56;h
308.31;64.4;171Er;7.516;h
308.45692;30.00;192Ir;73.831;d
311.239;10.75;173Hf;23.6;h
311.4;0.032;109Pd;13.7012;h
311.86;3.7;77Kr;74.4;m
312.17;38.6;233Pa;26.967;d
312.17;0.7;233Np;36.2;m
312.6;0.336;42K;12.360;h
314.12;61;128Sb;9.01;h
314.3;0.000423;117Sn;13.60;d
314.77;2.49;161Er;3.21;h
314.8;0.094;230Pa;17.4;d
315.302;19;117In;116.2;m
315.7;39;76Kr;14.8;h
316;0.15;254Es;275.7;d
316.21;1.343;113Ag;5.37;h
316.44;11.1;105Ru;4.44;h
316.50791;82.81;192Ir;73.831;d
316.50791;58.0;192Au;4.94;h
316.8;0.044;228Pa;22;h
319.0205;10.5;177Lu;160.4;d
319.14;19;105Rh;35.36;h
319.411;1.95;147Nd;10.98;d
319.90;9.4;195Ir;3.8;h
320.0824;10;51Cr;27.7025;d
320.75;0.000546;237Pu;45.2;d
321.3162;0.219;177Lu;6.734;d
321.336;23.5;167Ho;3.1;h
322.41;9.7E-5;99Tc;6.01;h
322.41;6.2;99Rh;16.1;d
323.20;6.3;90Mo;5.56;h
323.871;3.93;223Ra;11.435;d
324.48;10.79;97Ru;2.9;d
324.81;0.0314;107Cd;6.50;h
325.1;2.5;257Md;5.52;h
325.23;11.83;101Rh;3.3;y
325.562;94.1;178Hf;31;y
325.562;94.1;178Ta;2.36;h
325.70;11.17;73Ga;4.86;h
325.76;2.93;138Nd;5.04;h
326.16;92;157Dy;8.14;h
326.785;3.034;71As;65.28;h
327.428;25.4;245Pu;10.5;h
327.428;1.7E-5;249Bk;320;d
327.526;4.03;149Eu;93.1;d
327.96;0.139;212Bi;60.55;m
328.000;0.00283;232U;68.9;y
328.331;3.7;224Rn;107;m
328.455;93;194Ir;171;d
328.455;13.1;194Ir;19.28;h
328.455;61;194Au;38.02;h
328.762;20.3;140La;1.6781;d
329.851;2.7;227Th;18.72;d
330.2;8.6;123Xe;2.08;h
331.19;79;201Pb;9.33;h
332.277;94.1;180Hf;5.5;h
332.82;12.1;200Au;18.7;h
332.983;22.9;196Au;6.183;d
333.37;14.6;249Cf;351;y
333.4;6.2E-5;186Re;3.7183;d
333.971;68;150Pm;2.68;h
333.971;4.0;150Eu;12.8;h
333.971;96;150Eu;36.9;y
336.240;45.9;115Cd;53.46;h
336.240;45.83;115In;4.486;h
336.43;70.2;95Ru;1.643;h
337.713;0.181;179Lu;4.59;h
338.320;11.27;228Ac;6.15;h
339.65;5.6;182Hf;61.5;m
340.08;23;151Pm;28.40;h
340.477;4.44;233Pa;26.975;d
340.547;42.2;136Cs;13.16;d
340.71;70;99Rh;4.7;h
340.81;4.47;233Pa;26.967;d
341.65;0.41;138Nd;5.04;h
342.13;7;111Ag;7.45;d
343.40;84;175Hf;70;d
344.1;42;182Hf;61.5;m
344.2785;26.5;152Eu;13.537;y
344.2785;2.38;152Eu;9.3116;h
344.2785;65;152Tb;17.5;h
344.459;17.9;117Cd;2.49;h
344.5;1.3;247Cm;1.56E+7;y
344.520;41;105Ag;41.29;d
344.52;0.7;206Hg;8.15;m
344.52;0.7;210Bi;3.04E+6;y
344.9;35.2;184Hf;4.12;h
344.95;0.0030;65Zn;244.26;d
345.916;15.12;181Hf;42.39;d
346.5;11.1;197Pt;95.41;m
346.547;56;167Ho;3.1;h
346.643;69;154Tb;22.7;h
346.651;23.9;149Gd;9.28;d
346.93;0.0076;60Co;5.2714;y
347.18;150;171Hf;12.1;h
348.16;0.234;159Gd;18.479;h
348.16;0.00095;159Dy;144.4;d
348.4;64;178Yb;74;m
348.5;12.0;175Ta;10.5;h
349.4;19.8;250Es;8.6;h
349.9;0.82;251Fm;5.30;h
350.065;7.80;122Xe;20.1;h
352.24;29.43;149Tb;4.118;h
353.05;34.6;99Rh;16.1;d
353.39;9.5;199Pb;90;m
353.9912;11.2;183Ta;5.1;d
355.40;2.09;97Zr;16.91;h
355.684;94;196Ir;1.40;h
355.684;87;196Au;6.183;d
356.017;62.05;133Ba;10.51;y
357.47;0.0221;103Pd;16.991;d
358.3;0.315;251Fm;5.30;h
359.10;0.096;128Ba;2.43;d
359.90;6.0;191Pt;2.802;d
360.32;0.1346;127Te;9.35;h
360.70;20;181Re;19.9;h
360.80;108;73Se;7.15;h
361.136;89.57;190Ir;3.25;h
361.27;9.9;201Pb;9.33;h
361.68;0.84;165Dy;2.334;h
362;0.00026;206Tl;4.199;m
362.39;39.5;179Hf;25.05;d
362.81;2.2E-6;85Kr;10.756;y
362.81;0.0010;85Sr;64.84;d
363.55;11.4;159Gd;18.479;h
364.489;81.7;131I;8.02070;d
365.4;19;198Pb;2.40;h
365.57;56;181Re;19.9;h
366.27;4.81;65Ni;2.5172;h
366.56;0.076;230Pa;17.4;d
366.90;44.2;199Pb;90;m
367.8;100;258Md;51.5;d
367.943;73;200Au;18.7;h
367.943;87;200Tl;26.1;h
368.76;0.35;249Cm;64.15;m
370.0;17.2;147Gd;38.06;h
370.509;11.0;157Eu;15.18;h
371.4;11.7;257Md;5.52;h
371.918;30.60;129Cs;32.06;h
372.760;87;43K;22.3;h
372.760;23;43Sc;3.891;h
373.246;14.04;131Ba;11.50;d
374.4852;0.721;192Ir;73.831;d
374.67;0.049;230Pa;17.4;d
374.72;89;204Pb;67.2;m
374.72;82;204Bi;11.22;h
374.991;17.2;127Xe;36.4;d
374.99;0.309;128Ba;2.43;d
375.045;0.001554;239Pu;24110;y
375.1;3.3;249Es;102.2;m
375.407;0.68;233Pa;26.975;d
376.676;3.2;245Pu;10.5;h
376.7;0.9;133Ce;97;m
377.385;3.93;75Br;96.7;m
377.4;0.122;252Es;471.7;d
377.748;1.643;52Fe;8.275;h
378.5029;29.7;177Lu;160.4;d
378.8;4.2;80Sr;106.3;m
379.5;40.4;249Es;102.2;m
380.79;78;87Y;13.37;h
380.8;2.40;245Bk;4.94;d
381.17;2.49;83Sr;32.41;h
381.43;7.5;188Pt;10.2;d
381.53;14.1;83Sr;32.41;h
381.60;16;193Hg;3.80;h
381.7;0.56;243Pu;4.956;h
381.768;89.6;183Os;13.0;h
381.85;28;66Ge;2.26;h
382.9;6.0E-5;113Sn;115.09;d
383.2;0.0196;251Fm;5.30;h
383.6;0.036;230Pa;17.4;d
383.7;13.6;250Es;8.6;h
383.851;8.94;133Ba;10.51;y
385.0;0.57;245Bk;4.94;d
385;0.05;254Es;275.7;d
385.31;0.060;93Mo;6.85;h
386.28;93;71Zn;3.96;h
386.84;9.0;158Er;2.29;h
387.1;0.0181;253Es;20.47;d
387.87;2.15;195Hg;41.6;h
388.16;66;249Cf;351;y
388.5;0.07;257Md;5.52;h
388.531;81.9;87Sr;2.803;h
388.531;82;87Y;79.8;h
388.57;18.37;149Tb;4.118;h
388.633;34.1;126I;13.11;d
388.633;41;126Cs;1.64;m
389.11;0.0264;253Es;20.47;d
389.94;6.2;202Pb;3.53;h
390.38;381;184Ir;3.09;h
390.6;0.31;164Yb;75.8;m
390.8;100;178Yb;74;m
390.9;6.1;138Pr;2.12;h
391.28;1.53;111Pd;5.5;h
391.690;64.2;113In;1.6582;h
391.690;64;113Sn;115.09;d
392.87;1;88Zr;83.4;d
393.346;97.0;196Ir;1.40;h
393.529;4.68;67Ga;3.2612;d
396.00;34.3;147Gd;38.06;h
396.329;6.40;175Yb;4.185;d
396.861;11.85;43K;22.3;h
397.54;9.3;79Kr;35.04;h
397.62;1.88;230Pa;17.4;d
397.859;2.9;183Hf;1.067;h
398.494;1.355;233Pa;26.975;d
398.9;88;173Tm;8.24;h
400;1;256Md;78.1;m
400.56;36.6;28Mg;20.91;h
400.89;3.94;187Ir;10.5;h
400.99;0.329;176Lu;3.78E+10;y
401.323;3.35;203Pb;51.873;h
401.81;6.37;219Rn;3.96;s
402.586;49.6;87Kr;76.3;m
402.6;72;247Cm;1.56E+7;y
405;0.08;253Fm;3.00;d
405.6;0.99;251Fm;5.30;h
405.75;9.7;207Po;5.80;h
406.5;12.1;76Kr;14.8;h
406.52;2.81;150Eu;12.8;h
407.0;0.190;247Cf;3.11;h
407.338;42.1;172Er;49.3;h
407.351;38.8;116Sb;60.3;m
407.63;32;193Hg;11.8;h
408.009;0.359;135Xe;9.14;h
409.44;8.0;191Pt;2.802;d
409.5;0.84;85Y;2.68;h
410.7;0.14;221Fr;4.9;m
410.723;17.5;157Eu;15.18;h
411.1163;2.234;152Eu;13.537;y
411.490;22.31;129Cs;32.06;h
411.80205;96;198Au;2.69517;d
411.80205;82;198Tl;5.3;h
411.80205;57;198Tl;1.87;h
411.95;63;127Cs;6.25;h
413.0;0.0147;220Fr;27.4;s
413.6636;17.4;177Lu;160.4;d
414.03;72;184Ta;8.7;h
414.60;0.00030;226Ra;1600;y
414.81;83.3;126Sb;12.46;d
415.2;0.143;212Pb;10.64;h
415.767;1.737;233Pa;26.975;d
416.33;21.8;77Ge;11.30;h
416.633;1.87;122Xe;20.1;h
417.9;0.34;247Cf;3.11;h
417.95;1.0;127Te;9.35;h
418.01;34.2;130I;12.36;h
418.37;4.41;83Sr;32.41;h
418.5;0.220;252Es;471.7;d
418.5391;21.3;177Lu;160.4;d
419.1;0.185;75Ge;82.78;m
419.83;26.7;129Ba;2.16;h
420.5;0.03;48Cr;21.56;h
422.04;0.0030;224Ra;3.66;d
422.18;86;202Pb;3.53;h
422.18;83.7;202Bi;1.72;h
423.34;4.36;188Pt;10.2;d
425.1;0.0137;45Ti;184.8;m
425.4;0.95;251Fm;5.30;h
425.84;13.0;197Tl;2.84;h
426.00;0.58;166Dy;81.6;h
426.0;7;196Au;6.183;d
426.0;84;196Tl;1.84;h
426.0;91;196Tl;1.41;h
426.25;4.12;109In;4.2;h
426.383;97.0;178Hf;31;y
426.383;97.0;178Ta;2.36;h
426.98;13.2;177W;135;m
427.12;4.12;187Ir;10.5;h
427.875;30;125Sb;2.7582;y
427.883;4.4;75Br;96.7;m
430.49;3.28;92Sr;2.71;h
430.634;4.06;241Cm;32.8;d
430.634;0.0015;245Bk;4.94;d
431.4;5.2E-5;145Sm;340;d
432.493;2.9;140La;1.67855;d
432.86;9;195Ir;3.8;h
433.0;1.436;175Hf;70;d
433.22;0.0518;137Ce;9.0;h
433.9;1.28;137Pr;1.28;h
433.937;90;108Ag;418;y
434.84;33.9;186Ir;16.64;h
436.1;0.0285;163Er;75.0;m
436.59;0.265;137Ce;9.0;h
438.4;8.3;237Am;73.0;m
438.63;94.77;69Zn;13.76;h
439.401;80.4;150Eu;36.9;y
439.56;10.0;202Au;28.8;s
439.56;91;202Tl;12.23;d
439.895;1.20;147Nd;10.98;d
439.94;0.0276;163Er;75.0;m
440.02;0.428;123I;13.27;h
442.2;23.0;211Rn;14.6;h
442.37;0.042;105Rh;35.36;h
442.901;26.8;128Cs;3.66;m
443.09;81.9;180Hf;5.5;h
443.37;10.5;105Ag;41.29;d
443.74;5.8;230Pa;17.4;d
443.799;3.27;103Ru;39.26;d
446.025;2.96;172Er;49.3;h
446.15;23.2;81Rb;4.576;h
446.74;0.28;164Yb;75.8;m
447.1;94.1;196Ir;1.40;h
447.15;1.8;137Ce;9.0;h
447.515;23.05;168Tm;93.1;d
447.8;0.55;247Cf;3.11;h
447.9;37;258Md;51.5;d
448.34;2.34;92Y;3.54;h
450.85;0.011;85Kr;4.480;h
450.85;0.0108;85Sr;67.63;m
450.97;24.2;106Rh;131;m
450.97;28.2;106Ag;8.28;d
452.83;0.31;212Bi;60.55;m
453.1;1.45;251Fm;5.30;h
453.43;68;179Hf;25.05;d
453.655;8.61;232Pa;1.31;d
453.796;4.69;125Xe;16.9;h
453.88;65;146Pm;5.53;y
454.95;8;230Ac;122;s
454.95;6.27;230Pa;17.4;d
454.95;2.5E-5;234U;2.455E+5;y
455.46;12.4;199Tl;7.42;h
455.80;18.5;182Hf;61.5;m
456.76;3.02;81Rb;4.576;h
458.25;1.7;210Rn;2.4;h
459.069;27;183Hf;1.067;h
459.60;7.70;129Te;69.6;m
459.72;8.6;202Pb;3.53;h
459.88;26.62;96Nb;23.35;h
460.547;3.95;193Os;30.11;h
460.57;0.121;97Ru;2.9;d
461.4;6.9;173Tm;8.24;h
462.31;5.07;127Cs;6.25;h
463.004;20.9;228Pa;22;h
463.365;10.493;125Sb;2.7582;y
463.59;0.86;230Pa;17.4;d
464.55;1.73;132Cs;6.479;d
464.55;76;132La;4.8;h
467.12;7.1;207At;1.80;h
468.07152;47.83;192Ir;73.831;d
468.58;2.42;102Rh;207;d
468.6;0.223;75Ge;82.78;m
469.37;17.5;105Ru;4.44;h
469.7;29.3;230Ra;93;m
470.472;1.41;121Te;16.78;d
471.805;71;241Cm;32.8;d
471.805;0.026;245Bk;4.94;d
473.0;25.8;127Sb;3.85;d
473.5;4.3;237Am;73.0;m
475.10;95;102Rh;2.9;y
475.10;38.4;102Rh;207;d
475.28;1.02;121I;2.12;h
476.8;42.0;144Pm;363;d
477.2;20.2;55Co;17.53;h
477.22;39;133Ce;4.9;h
477.595;10.52;7Be;53.12;d
477.99;1.02;188Re;17.005;h
477.99;15;188Ir;41.5;h
479.17;90.74;90Y;3.19;h
479.531;21.8;187W;23.72;h
480.4;0.392;251Fm;5.30;h
480.51;1.5;135La;19.5;h
482.182;80.50;181Hf;42.39;d
482.833;97;194Ir;171;d
484.40;2.21;183Os;9.9;h
484.470;0.290;115Cd;44.6;d
484.5780;3.184;192Ir;73.831;d
484.805;89.7;87Y;79.8;h
487.021;45.5;140La;1.6781;d
487.38;62;71Zn;3.96;h
487.39;1.42;129Te;69.6;m
489.23;6.2;47Ca;4.536;d
490.47;9.1;202Pb;3.53;h
490.5;18;244Bk;4.35;h
491.243;2.85;126I;13.11;d
491.243;5.0;126Cs;1.64;m
492.3;8.03;115Cd;53.46;h
492.31;0.00328;145Sm;340;d
496.242;0.146;150Tb;3.48;h
496.326;47;131Ba;11.50;d
497.080;90.9;103Ru;39.26;d
497.080;0.00396;103Pd;16.991;d
497.358;0.047;115In;4.486;h
497.77;73;200Au;18.7;h
499.876;3.624;71As;65.28;h
502.53;92.31;190Ir;3.25;h
504.45;60;85Y;2.68;h
505.2;6;196Tl;1.41;h
505.79;0.73;132Cs;6.479;d
506.5;0.154;233Np;36.2;m
506.60;21.6;182Hf;61.5;m
507.4;85;89Nb;1.18;h
507.591;17.7;121Te;16.78;d
507.60;14.8;62Zn;9.186;h
507.64;5.03;97Zr;16.91;h
508.15;4.10;230Pa;17.4;d
508.20;5.15;230Ac;122;s
508.20;1.5E-5;234U;2.455E+5;y
508.8;0.0228;142Pr;19.12;h
510;0.296;73Se;7.15;h
510.056;52;182Os;22.10;h
510.31;5.3;81Rb;4.576;h
510.36;20.7;133Ce;4.9;h
510.530;1.83;133I;20.8;h
510.77;22.6;208Tl;3.053;m
511;0.449;150Tb;3.48;h
511;0.076;222Rn;3.8235;d
511.36;24.1;206Po;8.8;d
511.56;28.4;71Zn;3.96;h
511.842;86;106Rh;131;m
511.842;88;106Ag;8.28;d
514.0067;0.43;85Kr;10.756;y
514.0;1.08;137Pr;1.28;h
514.0067;96;85Sr;64.84;d
516.18;40.7;206Bi;6.243;d
518.05;13.6;135Ce;17.7;h
518.54;2.17;230Pa;17.4;d
518.55;34.0;190Ir;11.78;d
520.2;0.58;202Tl;12.23;d
520.39;0.0576;83Br;2.40;h
520.39;44.7;83Rb;86.2;d
520.639;0.558;77As;38.83;h
520.639;22.4;77Br;57.036;h
521.175;96;196Ir;1.40;h
521.175;0.389;196Au;6.183;d
522.65;16.0;132I;2.295;h
526.557;2.41;128Cs;3.66;m
526.57;45;128Sb;9.01;h
527.900;27.45;115Cd;53.46;h
528.24;38;99Rh;16.1;d
528.96;1.39;123I;13.27;h
529.635;1.200;83Br;2.40;h
529.635;29.3;83Rb;86.2;d
529.872;87.0;133I;20.8;h
531.016;13.1;147Nd;10.98;d
531.54;1.6;167Tm;9.25;d
532.08;6.07;121I;2.12;h
534.318;66.6;156Tb;5.35;d
534.90;13.2;204Po;3.53;h
535.61;3.46;85Y;4.86;h
536;0.015;243Bk;4.5;h
536.09;15.7;130I;12.36;h
537.261;24.39;140Ba;12.752;d
538.11;0.0110;236Np;22.5;h
538.54;0.382;123I;13.27;h
538.90;13.7;191Pt;2.802;d
539.512;1.0;100Mo;1.00E+19;y
539.512;80.6;100Rh;20.8;h
540.18;20;154Tb;9.4;h
541.22;0.060;93Mo;6.85;h
542.867;48.1;116Sb;60.3;m
544.7;17.9;129Sb;4.40;h
545.0;91;209At;5.41;h
545.117;4.27;101Rh;4.34;d
546.9;0.280;233Np;36.2;m
548.35;15.3;62Zn;9.186;h
548.945;3.40;129Cs;32.06;h
549.76;0.114;220Rn;55.6;s
550.284;94.5;148Pm;41.29;d
550.284;22.00;148Pm;5.370;d
550.284;98.5;148Eu;54.5;d
550.7;5.0;248Bk;23.7;h
552.63;0.0200;83Br;2.40;h
552.63;16.0;83Rb;86.2;d
553.231;12.9;148Eu;54.5;d
553.4;6.9;80Sr;106.3;m
554.1;2.94;129Ba;2.23;h
554.348;70.8;82Br;35.30;h
554.348;62.4;82Rb;6.472;h
554.60;7.9E-5;244Cm;18.10;y
555.796;92.6;104Ag;69.2;m
556.41;96;102Rh;207;d
556.65;0.121;129Te;33.6;d
557.039;0.8672;103Ru;39.26;d
557.429;1.30;193Os;30.11;h
557.7;11.3;133Ce;97;m
557.972;14.3;190Re;3.2;h
557.972;30.1;190Ir;11.78;d
558.456;3.24;114In;49.51;d
559.101;45;76As;1.0778;d
559.101;74;76Br;16.2;h
560.13;5.4;245Pu;10.5;h
560.27;7;195Hg;41.6;h
560.44;73;120I;81.0;m
560.45;0.84;249Cm;64.15;m
561.03;2.40;92Y;3.54;h
561.03;100;92Nb;3.47E+7;y
561.11;10.9;238Am;98;m
561.11;0.00015;242Cm;162.8;d
561.67;0.013;95Nb;34.975;d
563.246;0.362;134La;6.45;m
563.52;10.5;195Tl;1.16;h
564.119;71;122Sb;2.7238;d
564.119;18;122I;3.63;m
564.397;14.7;117Cd;3.36;h
566.34;25.3;240Np;61.9;m
567.14;0.234;132Cs;6.479;d
567.14;15.7;132La;4.8;h
568.80;58.0;96Nb;23.35;h
568.84;7.1;189Pt;10.87;h
569.1;91;229Ac;62.7;m
569.31;0.873;97Ru;2.9;d
569.310;13.7;190Re;3.2;h
569.331;15.38;134Cs;2.0648;y
569.5;8.2;234Pa;6.70;h
569.702;97.74;207Bi;31.55;y
570.4;0.0006;208Po;2.898;y
570.95;0.840;210Rn;2.4;h
571.08;1.1;230Pa;17.4;d
572.9;15;170Hf;16.01;h
573.139;80.3;121Te;16.78;d
573.25;26;193Hg;11.8;h
574.17;0.033;69Zn;13.76;h
574.17;13.3;69Ge;39.05;h
574.215;88;178Hf;31;y
574.8;0.070;226Ac;29.37;h
575.10;0.90;111Pd;5.5;h
576.0;0.065;146Gd;48.27;d
577.97;4.5;197Tl;2.84;h
579.298;72;200Au;18.7;h
579.298;13.8;200Tl;26.1;h
582.082;0.055;95Nb;86.6;h
582.082;29.96;95Tc;61;d
583.191;84.5;208Tl;3.053;m
584.274;52.6;150Eu;36.9;y
584.32;2.84;254Es;39.3;h
585.13;1.99;195Hg;9.9;h
586.2648;9.4;152Tb;17.5;h
586.45;17;191Au;3.18;h
587.01;4.21;127Cs;6.25;h
587.2;52;198Tl;1.87;h
587.46;15.6;151Tb;17.609;h
587.83;100;89Nb;1.18;h
587.83;0.1108;135La;19.5;h
588.33;19.2;207At;1.80;h
589.0;39;80Sr;106.3;m
589.3;0.42;146Pm;5.53;y
590.44;12.06;101Pd;8.47;h
590.792;1.0;100Mo;1.00E+19;y
590.88;0.069;149Pm;53.08;h
592.2;0.015;248Bk;23.7;h
592.6;3.7;161Er;3.21;h
593.31;0.00228;127Te;109;d
593.390;11.26;43K;22.3;h
593.390;0.0022;43Sc;3.891;h
595.847;59;74As;17.77;d
596.56;26;62Zn;9.186;h
598.74;1.47;121I;2.12;h
600.1;14.0;132I;1.387;h
600.5;62;194Ir;171;d
600.57;18.4;240Np;61.9;m
600.600;17.86;125Sb;2.7582;y
600.66;0.00049;226Ra;1600;y
601.11;5.8;120I;81.0;m
601.6;0.00049;208Po;2.898;y
602.729;98.26;124Sb;60.20;d
602.729;63;124I;4.1760;d
604.721;97.62;134Cs;2.0648;y
604.721;5.04;134La;6.45;m
605.13;7.6;238Am;98;m
605.24;14.9;190Re;3.2;h
605.24;39.9;190Ir;11.78;d
606.09;8.12;79Kr;35.04;h
606.76;18.8;135Ce;17.7;h
606.88;3.1;112Ag;3.130;h
608.151;2.90;135Xe;9.14;h
608.353;0.552;74As;17.77;d
610.0;1.47;132I;1.387;h
610.062;44.2;172Er;49.3;h
610.33;5.75;103Ru;39.26;d
610.5;11.9;196Tl;1.84;h
610.68;3.93;187Ir;10.5;h
611.293;1.021;148Pm;5.370;d
611.293;20.5;148Eu;54.5;d
611.5;5.7;186Pt;2.2;h
612.00;5.7;86Zr;16.5;h
612.46564;4.34;192Au;4.94;h
613.725;54;78As;90.7;m
614.0;2.5;132I;1.387;h
614.276;89.8;108Ag;418;y
616.08;93.10;190Ir;3.25;h
616.6;25;80Rb;34;s
617.490;79.2;43K;22.3;h
617.516;43;112Ag;3.130;h
617.8;12.0;99Rh;4.7;h
618.01;98.6;144Pm;363;d
619.106;43.4;82Br;35.30;h
619.106;37.976;82Rb;6.472;h
620.18;57;71Zn;3.96;h
620.26;0.0110;111Ag;7.45;d
620.7;18;170Hf;16.01;h
621.87;0.182;249Cm;64.15;m
622.53;0.268;204Pb;67.2;m
623.7;5.5;109In;4.2;h
626.77;17.8;95Ru;1.643;h
627.72;32.6;86Y;14.74;h
628.05;3.8;102Rh;207;d
628.66;3.212;116Te;2.49;h
629.1;24.0;201Bi;108;m
629.95;24.8;72Ga;14.10;h
629.95;7.92;72As;26.0;h
629.987;89;148Pm;41.29;d
629.987;71.9;148Eu;54.5;d
630.19;0.95;132Cs;6.479;d
630.34;0.0293;186Re;3.7183;d
630.34;15.6;186Ir;1.90;h
631.28;56;102Rh;2.9;y
632.56;0.010;133Ba;38.9;h
632.76;1.01;111Pd;5.5;h
632.765;0.624;133La;3.912;h
632.99;1.273;188Re;17.005;h
632.99;18;188Ir;41.5;h
633.083;2.15;146Pm;5.53;y
633.083;35.9;146Eu;4.61;d
633.415;0.568;165Dy;2.334;h
634.137;45.0;146Eu;4.61;d
634.31;1.5;249Cm;64.15;m
634.32;0.036;74As;17.77;d
634.78;15.4;74As;17.77;d
635.3;2.6;186Pt;2.2;h
635.5;9.8;196Tl;1.84;h
635.5;51;196Tl;1.41;h
635.954;11.31;125Sb;2.7582;y
636.4;10.1;198Tl;5.3;h
636.4;57;198Tl;1.87;h
636.989;7.17;131I;8.02070;d
637.9;0.753;116Te;2.49;h
638.02;0.00095;113Sn;115.09;d
638.050;0.72;150Tb;3.48;h
639.30;6.4;181Re;19.9;h
639.6;1.50;80Rb;34;s
640.85;9.1;120I;81.0;m
641.285;47;142La;91.1;m
641.285;0.0022;142Pr;19.12;h
641.4;0.384;142Pm;40.5;s
642.35;0.9;236Np;22.5;h
643.5;0.00024;236Pu;2.858;y
644.01;84;119Te;16.03;h
644.55;11.1;105Ag;41.29;d
645.157;1.18;194Ir;19.28;h
645.50;0.0054;224Ra;3.66;d
645.8549;7.456;124Sb;60.20;d
646.116;78.0;185Os;93.6;d
647.3;0.024;109Pd;13.7012;h
648.70;0.843;210Rn;2.4;h
648.80;28.4;254Es;39.3;h
648.9;0.0124;83Br;2.40;h
649.42;2.6;206Hg;8.15;m
649.42;3.8;210Bi;3.04E+6;y
649.564;10.9;154Tb;9.4;h
650.91;0.00028;127Te;109;d
652.12;16.25;149Tb;4.118;h
652.43;100;98Tc;4.2E+6;y
652.9;8.0;91Sr;9.63;h
653.512;15.0;145Eu;5.93;d
654.831;8.0;149Nd;1.728;h
656.008;10.77;61Cu;3.333;h
657.041;6.2;76As;1.0778;d
657.041;15.9;76Br;16.2;h
657.49;32.4;202Pb;3.53;h
657.49;60.6;202Bi;1.72;h
657.7622;94.0;110Ag;249.79;d
657.7622;98;110In;69.1;m
657.7622;98.3;110In;4.9;h
658.08;98;97Nb;72.1;m
658.89;0.0123;127Te;109;d
660.040;89;208At;1.63;h
661.657;85.1;137Cs;30.07;y
