114.463;20.63;183Os;13.0;h
114.71;44.0;146Gd;48.27;d
115.05;8.6;177W;135;m
115.183;0.592;212Pb;10.64;h
115.51;44.0;146Gd;48.27;d
115.55;0.0182;229Pa;1.50;d
115.65;51;177W;135;m
116.30;1.96;132Te;3.204;d
116.48;0.008;110Ag;249.79;d
117.159;0.047;229Pa;1.50;d
117.84;0.57;243Am;7370;y
118.03;12.9;181Os;105;m
118.19018;0.00014;169Er;9.40;d
118.72;31.2;103Ag;65.7;m
118.968;0.130;229Pa;1.50;d
119.12;11.3;190Re;3.2;h
119.7;6.1;147Tb;1.7;h
119.80;449;184Ir;3.09;h
120.1;1;196Tl;1.41;h
120.19;19;170Hf;16.01;h
120.90;0.0342;234U;2.455E+5;y
121.1155;17.2;75Se;119.779;d
121.220;0.0028;147Pm;2.6234;y
121.220;22.9;147Eu;24.1;d
121.6211;3.42;177Yb;1.911;h
121.6211;5.91;177Lu;160.4;d
121.7817;28.58;152Eu;13.537;y
121.7817;7.00;152Eu;9.3116;h
122.0;320;171Hf;12.1;h
122.0614;85.60;57Co;271.79;d
122.30;0.603;186Re;3.7183;d
122.370;64.2;90Mo;5.56;h
122.78;0.0283;195Hg;41.6;h
122.793;27.6;179Hf;25.05;d
123.071;40.79;154Eu;8.593;y
123.071;30;154Tb;9.4;h
123.071;26;154Tb;21.5;h
123.071;43;154Tb;22.7;h
123.3790;0.45;179Lu;4.59;h
123.672;83;173Hf;23.6;h
123.805;28.97;131Ba;11.50;d
124.015;9.1;171Er;7.516;h
124.70;11.37;127Cs;6.25;h
125.3581;0.019;185W;75.1;d
125.812;11.3;172Hf;1.87;y
125.95;1.28E-7;55Fe;2.73;y
126.05;7.8;100Pd;3.63;d
127.164;16.7;57Ni;35.60;h
127.226;68.0;101Rh;3.3;y
127.226;0.637;101Rh;4.34;d
127.5021;28;134Cs;2.903;h
129.065;0.0682;232U;68.9;y
129.14;5.51;129Ba;2.23;h
129.297;0.00631;239Pu;24110;y
129.421;29.0;191Os;15.4;d
129.5;0.084;195Pt;4.02;d
129.64;81;77Kr;74.4;m
129.70;1.2;195Ir;2.5;h
129.70;2.83;195Pt;4.02;d
129.70;0.818;195Au;186.09;d
129.820;0.300;85Kr;4.480;h
129.820;0.15;85Sr;67.63;m
130.1;3.4;251Bk;55.6;m
130.2;0.105;197Pt;95.41;m
130.2;0.273;197Hg;23.8;h
130.414;0.209;134Ce;3.16;d
130.59;0.119;219Rn;3.96;s
130.803;17.9;133Ce;4.9;h
131.00;0.63;222Fr;14.2;m
131.00;0.278;226Th;30.57;m
131.30;18;234Pa;6.70;h
131.613;16.3;224Fr;3.33;m
131.613;26.9;224Ac;2.78;h
131.613;0.1305;228Th;1.9131;y
132.413;3.86;241Cm;32.8;d
132.99;2.77;245Cm;8500;y
133.024;43.3;181Hf;42.39;d
133.23;2.9;200Au;18.7;h
133.515;11.09;144Ce;284.893;d
133.99;33;197Hg;23.8;h
134.243;8.85;187W;23.72;h
135.34;2.565;201Tl;72.912;h
135.50;0.112;193Pt;4.33;d
135.6;0.47;86Zr;16.5;h
135.90;3.24;200Pt;12.5;h
136.0001;58.3;75Se;119.779;d
136.266;5.85;181Hf;42.39;d
136.266;0.0311;181W;121.2;d
136.4743;10.68;57Co;271.79;d
137.157;9.42;186Re;3.7183;d
137.157;41;186Ir;16.64;h
137.157;23.0;186Ir;1.90;h
138.733;0.00391;134Cs;2.903;h
138.938;4.27;193Os;30.11;h
139.03;13.9;252Es;471.7;d
139.1;44.6;184Hf;4.12;h
139.634;12.7;173Hf;23.6;h
139.9;27.46;147Tb;1.7;h
140.511;89.43;99Tc;65.94;h
140.511;89;99Tc;6.01;h
140.7;0.32;224Ac;2.78;h
140.86;0.021;232Th;1.405E+10;y
141.178;66.8;90Nb;14.60;h
141.2;0.0016;210At;8.1;h
141.3147;6.6;75Br;96.7;m
142.628;0.0187;99Tc;6.01;h
142.652;1.02;59Fe;44.503;d
143.249;0.43;237Np;2.144E+6;y
143.764;10.96;235U;7.038E+8;y
143.87;0.0488;230Th;7.538E+4;y
144.232;3.22;223Ra;11.435;d
144.44;0.205;224Ac;2.78;h
144.780;3.9E-7;125Te;57.40;d
144.863;0.328;175Yb;4.185;d
144.99;0.192;253Fm;3.00;d
145.04;83;72Zn;46.5;h
145.252;4.29;127Xe;36.4;d
145.4405;48.2;141Ce;32.501;d
145.4405;0.239;141Nd;2.49;h
145.544;1.0;241Cm;32.8;d
146;0.0035;246Cf;35.7;h
146.07;3.5;200Au;18.7;h
146.15;27.0;179Hf;25.05;d
146.212;0.089;44Ti;63;y
146.345;35;229Ac;62.7;m
146.345;0.098;229Pa;1.50;d
146.4;0.21;146Pm;5.53;y
146.4;1.0;239Cm;2.9;h
146.4;0.012;243Bk;4.5;h
146.59;37.3;77Kr;74.4;m
147.48;0.0031;227Ac;21.773;y
147.63;37.7;200Pb;21.5;h
147.81;43;196Au;9.6;h
148.193;28.3;103Ag;65.7;m
148.567;.0001855;241Pu;14.35;y
148.612;2.62;122Xe;20.1;h
148.7;0.011;190Ir;3.25;h
148.9;49;123Xe;2.08;h
149.735;48.2;149Gd;9.28;d
150.0;0.07;221Fr;4.9;m
150.04;0.80;225Ac;10.0;d
150.059;10.8;232Pa;1.31;d
150.392;20.3;177Yb;1.911;h
150.824;0.0028;111In;2.8047;d
151.159;75.0;85Kr;4.480;h
151.159;2.2E-6;85Kr;10.756;y
151.159;0.0012;85Sr;64.84;d
151.159;12.9;85Sr;67.63;m
152.22;7.3;197Tl;2.84;h
152.315;0.0083;181W;121.2;d
152.63;0.00098;244Cm;18.10;y
152.720;0.000937;238Pu;87.7;y
152.8;2.23;251Bk;55.6;m
152.8;0.91;251Es;33;h
152.9;25;246Am;39;m
153.4;0.259;220Fr;27.4;s
153.59;66;119Te;4.70;d
153.60;6.20;151Gd;124;d
153.863;16;244Am;10.1;h
154.21;5.62;223Ra;11.435;d
154.23;0.125;230U;20.8;d
154.35;0.0010;254Fm;3.240;h
154.57;47;146Gd;48.27;d
155.0;0.0019;252Cf;2.645;y
155.032;15.1;188Re;17.005;h
155.032;29.7;188Ir;41.5;h
155.16;0.097;192Ir;241;y
155.37;10.5;132Ce;3.51;h
156.02;2.113;117Sn;13.60;d
156.088;7.0;182Hf;9E+6;y
156.82;0.74;224Ac;2.78;h
157.2;7;192Hg;4.85;h
157.41;0.241;101Rh;4.34;d
157.42;0.0014;242Cm;162.8;d
158.18;17.5;226Ac;29.37;h
158.18;0.070;230U;20.8;d
158.260;0.290;135Xe;9.14;h
158.35;4.0;236Np;1.54E+5;y
158.37947;40.0;199Au;3.139;d
158.37947;4.96;199Tl;7.42;h
158.38;98.8;56Ni;6.077;d
158.562;16;117In;116.2;m
158.562;86;117Sn;13.60;d
158.562;86;117Sb;2.80;h
158.80;0.00045;242Pu;3.733E+5;y
158.97;84;123Te;119.7;d
158.97;83;123I;13.27;h
159.377;68.3;47Sc;3.3492;d
159.955;6.54E-6;241Pu;14.35;y
160.26;0.0058;227Ac;21.773;y
160.308;32;236Np;1.54E+5;y
160.308;0.000402;240Pu;6563;y
160.32;0.97;137Pr;1.28;h
160.33;0.00191;123Sn;129.2;d
160.4;4.9;173Ta;3.14;h
160.613;0.066;133Xe;5.243;d
160.7;0.379;220Fr;27.4;s
161.269;6.49;184Re;169;d
161.3467;8.9;183Ta;5.1;d
162.306;0.230;134Ce;3.16;d
162.3219;23.3;183Re;70.0;d
162.660;6.22;140Ba;12.752;d
163.24;0.024;242Am;141;y
163.358;5.08;235U;7.038E+8;y
163.8;0.35;251Bk;55.6;m
163.8;0.10;251Es;33;h
163.930;1.91;131Xe;11.84;d
164.522;100;229Ac;62.7;m
164.61;1.86;237U;6.75;d
164.71;26;170Hf;16.01;h
164.8;0.0084;245Bk;4.94;d
164.97;0.26;197Hg;23.8;h
164.98;26.4;149Tb;4.118;h
165.049;2.97;241Cm;32.8;d
165.8452;12.7;156Sm;9.4;h
165.864;23.7;139Ba;83.06;m
165.864;80;139Ce;137.640;d
166.0;0.00066;236Pu;2.858;y
166.410;0.1036;228Th;1.9131;y
167;0.0028;210At;8.1;h
167.43;26;201Tl;72.912;h
167.75;8.3;151Pm;28.40;h
167.844;8.81;183Os;13.0;h
167.90;0.07;211Rn;14.6;h
168.37;7.6;196Au;9.6;h
168.688;99.2;52Fe;8.275;h
169.2;0.115;240U;14.1;h
169.26;0.44;137Ce;34.4;h
170.4511;6.3;153Tb;2.34;d
170.71;0.0697;183Os;9.9;h
171.28;90;111In;2.8047;d
171.393;2.90;173Lu;1.37;y
171.8576;4.81;177Lu;160.4;d
172.132;25.5;127Xe;36.4;d
172.18;34;111Pd;5.5;h
172.2;18;173Ta;3.14;h
172.5708;0.20;182Hf;9E+6;y
172.6;16;256Es;7.6;h
173.4;18;198Pb;2.40;h
173.52;2.7;193Au;17.65;h
173.7;8.8;132I;1.387;h
174.70;2.96;151Gd;124;d
174.94;10;245Cm;8500;y
174.954;82.00;71As;65.28;h
175.361;7.48;48Sc;43.67;h
175.4;10.1;80Sr;106.3;m
176.6;17.7;251Cf;898;y
176.645;0.470;174Lu;142;d
177.21402;22.16;169Yb;32.026;d
177.30;0.056;254Es;39.3;h
177.595;48.6;208At;1.63;h
177.7;6;251Bk;55.6;m
177.7;2.4;251Es;33;h
178.1;14.9;123Xe;2.08;h
178.4;0.025;220Fr;27.4;s
179.4;8.7;257Fm;100.5;d
179.636;0.532;101Rh;4.34;d
179.94;9.7;246Pu;10.84;d
180.103;7.45;155Tb;5.32;d
180.11;1.90;195Hg;9.9;h
180.230;33.5;182Os;22.10;h
180.31;50;198Au;2.27;d
181.0;13.8;184Hf;4.12;h
181.063;5.99;99Mo;65.94;h
181.3;0.41;257Md;5.52;h
181.528;20.6;172Lu;6.70;d
181.930;9.9;158Tb;180;y
182.11;77;132Ce;3.51;h
182.20;1.84;157Dy;8.14;h
182.25;0.9;131Te;30;h
182.32;100;129Ba;2.16;h
184.285;17.45;168Tm;93.1;d
184.410;72.6;166Ho;1200;y
184.410;16.1;166Tm;7.70;h
184.564;3.37;155Dy;9.9;h
184.577;48.7;67Cu;61.83;h
184.577;21.2;67Ga;3.2612;d
184.810;0.0042;154Eu;8.593;y
185.005;28.6;162Ho;67.0;m
185.712;57.2;235U;7.038E+8;y
185.85;1.89;189Re;24.3;h
186.05;4.8;226Ac;29.37;h
186.05;0.0088;230Th;7.538E+4;y
186.17;9.4;193Au;17.65;h
186.211;3.59;226Ra;1600;y
186.4;3.3;192Hg;4.85;h
186.718;27.8;190Re;3.2;h
186.718;52.4;190Ir;11.78;d
186.718;66.3;190Ir;3.25;h
187.1;1.0;239Cm;2.9;h
187.1;0.060;243Bk;4.5;h
187.59;19.4;188Pt;10.2;d
188.00;0.54;225Ac;10.0;d
188.01;0.00023;184Re;169;d
188.27;37.4;196Au;9.6;h
188.418;54;125Xe;16.9;h
189.7;0.24;240U;14.1;h
189.82;0.193;245Cm;8500;y
190.04;2.67;132Ce;3.51;h
190.29;15.56;114In;49.51;d
190.46;64.0;81Rb;4.576;h
191.2137;20.6;169Lu;34.06;h
191.437;3.7;197Pt;19.8915;h
191.437;0.632;197Hg;64.14;h
191.96;9.37;72Zn;46.5;h
192.349;3.08;59Fe;44.503;d
193.509;4.4;229Th;7340;y
195.0;22.6;209At;5.41;h
195.05;18.6;188Pt;10.2;d
196.301;25.98;88Kr;2.84;h
196.56;4.59;129Xe;8.88;d
197.299;3.4E-6;147Pm;2.6234;y
197.299;27;147Eu;24.1;d
197.3;87.0;120Sb;5.76;d
197.95788;35.8;169Yb;32.026;d
197.99;73;101Rh;3.3;y
198.241;52.39;168Tm;93.1;d
198.6060;1.19;75Ge;82.78;m
199.2132;40.9;156Tb;5.35;d
199.50;0.55;138Nd;5.04;h
200.38;0.79;195Hg;41.6;h
201.3112;0.472;192Ir;73.831;d
201.52;6.4;187Pt;2.35;h
201.6;0.034;197Pt;95.41;m
201.6;0.089;197Hg;23.8;h
201.83;86;176Lu;3.78E+10;y
201.83;0.0007;176Lu;3.635;h
201.83;6.0;176Ta;8.09;h
202.21;4.7;224Rn;107;m
202.38;33.7;129Ba;2.16;h
202.51;97.3;90Y;3.19;h
202.8;30.8;230Ra;93;m
202.860;0.0580;127Te;9.35;h
202.860;68;127Xe;36.4;d
203.13;6.4;90Mo;5.56;h
203.5;74;109In;4.2;h
203.818;20.6;156Sm;9.4;h
204.10;40.8;198Au;2.27;d
204.117;0.028;95Nb;34.975;d
204.117;2.33;95Nb;86.6;h
204.117;63.25;95Tc;61;d
205.0;36;246Am;39;m
205.309;5.01;235U;7.038E+8;y
205.79549;3.300;192Ir;73.831;d
205.879;0.040;245Bk;4.94;d
205.93;0.32;224Ac;2.78;h
206.17;50;222Fr;14.2;m
206.17;0.189;226Th;30.57;m
206.50;58;174Ta;1.05;h
207.4;14.0;175Ta;10.5;h
207.801;4.9;167Ho;3.1;h
207.801;41;167Tm;9.25;d
207.849;0.0080;188W;69.4;d
208.00;21.2;237U;6.75;d
208.08;1.14;164Tm;2.0;m
208.20597;8.732;199Au;3.139;d
208.20597;12.3;199Tl;7.42;h
208.3664;11.0;177Lu;6.734;d
208.3664;57.7;177Lu;160.4;d
208.3664;0.94;177Ta;56.56;h
208.8057;2.95;183Re;70.0;d
209.753;3.42;239Np;2.3565;d
209.753;3.50;239Am;11.9;h
209.753;3.29;243Cm;29.1;y
210.4;2.8;186Pt;2.2;h
210.853;2.8;229Th;7340;y
211.03;30.8;77Ge;11.30;h
211.15;12.2;161Er;3.21;h
211.309;25.9;149Nd;1.728;h
211.407;2.4;195Ir;2.5;h
211.407;0.0109;195Au;186.09;d
211.80;0.096;254Es;39.3;h
212.0040;31.0;153Tb;2.34;d
212.189;81;121Te;154;d
212.189;84;121I;2.12;h
212.46;2.9E-5;240Pu;6563;y
213.440;81.4;178Hf;31;y
213.440;81.4;178Ta;2.36;h
213.754;10.90;153Dy;6.4;h
214.30;13.4;129Ba;2.23;h
214.335;11.3;179Lu;4.59;h
214.841;77;198Au;2.27;d
214.930;0.46;179Lu;4.59;h
215.17;0.0387;127Te;9.35;h
215.256;81.3;180Hf;5.5;h
215.31;0.29;138Nd;5.04;h
215.51;28.6;77Ge;11.30;h
215.718;86;97Ru;2.9;d
215.983;33.1;224Fr;3.33;m
215.983;52.3;224Ac;2.78;h
215.983;0.254;228Th;1.9131;y
216.078;19.66;131Ba;11.50;d
216.548;9.43;184Re;169;d
216.663;5.50;189Re;24.3;h
216.83;4.95;132Ce;3.51;h
217.6;100;244Bk;4.35;h
217.940;0.8;231U;4.2;d
218.19;11.6;221Fr;4.9;m
218.221;0.933;158Tb;180;y
218.221;1000;158Ho;11.3;m
219.395;4.54;189Re;24.3;h
220.83;8.5;129Ba;2.23;h
220.94;0.0541;135La;19.5;h
223.75;23.5;246Pu;10.84;d
224.38;35;182Hf;61.5;m
226.01;0.215;159Gd;18.479;h
226.2;5.4;198Tl;1.87;h
226.378;3.30;239Am;11.9;h
226.918;68.4;155Dy;9.9;h
227.0;5.8;247Am;23.0;m
227.0;6.3;251Cf;898;y
227.083;0.221;188W;69.4;d
228;1.0;202Pt;44;h
228.16;88.0;132Te;3.204;d
228.183;10.76;239Np;2.3565;d
228.183;11.3;239Am;11.9;h
228.183;10.6;243Cm;29.1;y
228.4838;37.0;177Lu;160.4;d
228.56;0.000331;237Pu;45.2;d
229.32;63;147Gd;38.06;h
229.3207;26;182Re;64.0;h
229.50;0.106;128Ba;2.43;d
229.6;0.683;175Hf;70;d
230.37;27;226Ac;29.37;h
230.37;0.122;230U;20.8;d
231.1;19;256Es;7.6;h
231.15;0.7;139Nd;5.50;h
231.67;84.4;85Sr;67.63;m
231.67;84;85Y;2.68;h
231.67;22.8;85Y;4.86;h
232.72;8.5E-6;99Tc;6.01;h
233.221;10;133Xe;2.19;d
233.6;19.6;126Ba;100;m
233.6;1;255Es;39.8;d
234.5;0.011;220Fr;27.4;s
234.81;3.0;223Fr;21.8;m
235.63;4.30;200Pb;21.5;h
235.69;0.294;95Zr;64.02;d
235.69;24.9;95Nb;86.6;h
235.971;12.3;227Th;18.72;d
236.48;0.063;211Rn;14.6;h
237.873;5.0;167Ho;3.1;h
238.632;43.3;212Pb;10.64;h
238.75;44;181Os;105;m
238.9;0.277;85Sr;67.63;m
238.98;23;77Br;57.036;h
230.011;1.6;77As;38.83;h
240.0;1.0;196Tl;1.41;h
240.86;0.34;245Am;2.05;h
240.986;4.10;224Ra;3.66;d
241.0;6.0;126Ba;100;m
241.0;11.0;257Fm;100.5;d
241.1;0.84;202Pb;3.53;h
241.305;10.9;163Tm;1.810;h
241.56;2.92;92Sr;2.71;h
242.11;1.95;222Fr;14.2;m
242.11;0.866;226Th;30.57;m
242.15;4.3;195Tl;1.16;h
242.80;96;86Zr;16.5;h
242.917;35.5;165Tm;30.06;h
243.282;5.60;151Gd;124;d
243.378;30.1;125Xe;16.9;h
243.37;7.0;189Pt;10.87;h
243.71;2.49;200Pt;12.5;h
244;1.0;202Pt;44;h
245.09;3.5;189Re;24.3;h
245.09;6;189Ir;13.2;d
245.31;79;210At;8.1;h
245.395;1.33;111Ag;7.45;d
245.395;94;111In;2.8047;d
246.0591;27;183Ta;5.1;d
247.26;9.3;199Tl;7.42;h
247.5;0.00034;123Te;119.7;d
247.925;22.1;154Tb;9.4;h
247.925;79;154Tb;22.7;h
248.58;3.42;158Er;2.29;h
249.6741;0.212;177Lu;6.734;d
249.770;90;135Xe;9.14;h
249.7862;0.394;77As;38.83;h
249.7862;2.98;77Br;57.036;h
251.863;26.3;151Tb;17.609;h
252.4;8.5;127Sb;3.85;d
252.80;6;245Am;2.05;h
252.80;29.1;245Bk;4.94;d
252.80;2.50;249Cf;351;y
252.848;43;184Ta;8.7;h
252.848;10.7;184Re;169;d
253.678;99;118Sb;5.00;h
253.73;5.7;226Ac;29.37;h
253.73;0.0111;230Th;7.538E+4;y
254.259;8.58;153Dy;6.4;h
254.29;11.0;137Ce;34.4;h
254.4;13.3;185Ir;14.4;h
254.566;0.636;149Eu;93.1;d
255.05;1.82;113Sn;115.09;d
255.11;0.236;139Pr;4.41;h
255.57;6.2;193Au;17.65;h
255.87;71;200Au;18.7;h
256.25;7.0;227Th;18.72;d
256.93;98;152Dy;2.38;h
257.17;4.46;200Pb;21.5;h
257.34;78;90Mo;5.56;h
257.6;7.6;126Ba;100;m
257.99;9.0;193Hg;3.80;h
257.99;49;193Hg;11.8;h
258.72;1.64;113Ag;5.37;h
259.5;2.9;198Tl;1.87;h
260.48;0.7;209Po;102;y
260.581;21.5;224Rn;107;m
260.890;1.94;115Cd;53.46;h
260.9;1.29;198Tl;1.87;h
261.3;0.173;224Ac;2.78;h
261.35;13;79Kr;35.04;h
261.75;30.9;195Hg;41.6;h
261.92;39;229Ac;62.7;m
262.27;0.0050;226Ra;1600;y
262.322;5.29;155Tb;5.32;d
262.81;0.225;209Po;102;y
263.062;56.7;93Mo;6.85;h
263.285;6.71;182Os;22.10;h
263.7;0.0230;113Cd;14.1;y
263.97;1000;184Ir;3.09;h
264.44;54;77Ge;11.30;h
264.6576;11;75Ge;82.78;m
264.6576;58.90;75Se;119.779;d
264.9;0.07;167Tm;9.25;d
265;30;247Bk;1380;y
265.56;41.8;135Ce;17.7;h
265.806;20.1;224Rn;107;m
265.832;1;210Bi;5.013;d
265.832;50;210Bi;3.04E+6;y
266.62;0.69;249Cf;351;y
266.86;13.3;103Ag;65.7;m
266.9;7.3;93Y;10.18;h
266.9;10.8;175Ta;10.5;h
268.218;15.6;135Ba;28.7;h
268.22;3.6;193Au;17.65;h
268.38;3.96;200Pb;21.5;h
268.78;0.231;197Pt;19.8915;h
268.78;0.0393;197Hg;64.14;h
269.1;1.0;255Es;39.8;d
269.459;13.7;223Ra;11.435;d
269.50;36.5;56Ni;6.077;d
269.67;6.43;101Pd;8.47;h
270.068;27.8;204Po;3.53;h
270.166;10.7;149Nd;1.728;h
270.2;21.1;76Kr;14.8;h
270.245;0.00316;232U;68.9;y
270.4031;80;182Hf;9E+6;y
270.53;28.0;119Te;4.70;d
271.13;86.7;44Sc;58.6;h
271.131;0.074;152Eu;9.3116;h
271.131;8.6;152Tb;17.5;h
271.23;10.8;219Rn;3.96;s
271.8;2.6;253Fm;3.00;d
272.105;21.2;173Lu;1.37;y
272.918;0.550;174Lu;142;d
272.97;10.4;66Ge;2.26;h
273.349;28;117Cd;2.49;h
273.44;15;128Ba;2.43;d
274.6;1;196Tl;1.41;h
274.8;50.4;192Hg;4.85;h
275.21;6.8;151Pm;28.40;h
275.925;17.8;133Ba;38.9;h
275.988;0.30;81Kr;2.29E+5;y
276.0;2.92;77Kr;74.4;m
276.8;20.2;258Md;51.5;d
277.089;3.56;149Eu;93.1;d
277.3;96;78Ge;88.0;m
277.599;14.38;239Np;2.3565;d
277.599;15.0;239Am;11.9;h
277.599;14.0;243Cm;29.1;y
277.88;7.2;191Au;3.18;h
